question_id,domain,n_reached,n_leaves,n_stopped,ll,ll_leaves,top1_id,top1_label,top1_is_leaf,top1_share,no_leaf,hit_real,hit_placebo
5519,Other,114,64,0,375.85287286,375.85287286,n00000182,Global Socioeconomic and Health Indicators,1,0.852635,0,,
5520,Other,79,45,0,387.23475346,387.23475346,n00000181,Comparative Economic Systems and Critiques,1,0.753616,0,,
5521,Other,106,59,0,392.49546850,392.49546850,n00000142,Normative Ethical Theory Applications,1,0.710778,0,,
5531,Other,127,71,0,378.11451421,378.11451421,n00000182,Global Socioeconomic and Health Indicators,1,0.996482,0,,
5533,Other,130,72,1,377.00920279,377.00920279,n00000182,Global Socioeconomic and Health Indicators,1,0.992115,0,,
5535,Other,103,58,0,377.36762678,377.36762678,n00000182,Global Socioeconomic and Health Indicators,1,0.997784,0,,
5536,Other,133,74,0,379.17897317,379.17897317,n00000193,Transmission Line and Wave Propagation Analysis,1,0.726966,0,,
5537,Other,151,84,0,379.32328515,379.32328515,n00000180,International Security and Legal Theory Frameworks,1,0.977024,0,,
5544,Other,132,74,0,376.78066964,376.78066964,n00000184,Exclusion-Based Fact Verification Tasks,1,0.816981,0,,
5546,Other,132,74,0,365.56982445,365.56982445,n00000185,Cultural and Historical Trivia Identification,1,0.900147,0,,
5548,Other,132,74,0,378.45879050,378.45879050,n00000215,Developmental and Personality Theories in Psychology,1,0.483404,0,,
5552,Other,151,84,0,361.76811026,361.76811026,n00000185,Cultural and Historical Trivia Identification,1,0.632021,0,,
5554,Other,62,35,0,393.42261920,393.42261920,n00000318,Macroeconomic Aggregates and Income Accounting,1,0.990304,0,,
5560,Other,144,80,0,387.26476971,387.26476971,n00000233,Quantitative Business Profit and Inventory Optimization,1,0.998277,0,,
5561,Other,114,64,0,386.53789229,386.53789229,n00000200,Contract Formation and Enforceability Disputes,1,0.519110,0,,1
5563,Other,60,32,0,400.94254281,400.94254281,n00000233,Quantitative Business Profit and Inventory Optimization,1,0.938121,0,,
5570,Other,114,64,0,374.41316823,374.41316823,n00000078,Corporate Governance and Regulatory Compliance Principles,1,0.961771,0,,
5573,Other,91,50,0,386.87938049,386.87938049,n00000233,Quantitative Business Profit and Inventory Optimization,1,0.999822,0,,
5576,Other,58,32,0,367.97470935,367.97470935,n00000105,Archaeological Foundations of Early Civilizations,1,0.790309,0,,
5579,Other,132,74,0,383.59656563,383.59656563,n00000077,Foundational Microeconomic Principles and Models,1,0.985451,0,,
5580,Other,109,61,0,378.10015795,378.10015795,n00000105,Archaeological Foundations of Early Civilizations,1,0.764593,0,,
5584,Other,95,54,0,378.74501286,378.74501286,n00000220,Applied Communication and Behavioral Strategy Design,1,0.989180,0,,
5588,Other,85,48,0,381.15122000,381.15122000,n00000183,Demographic Behavior and Public Opinion Metrics,1,0.998150,0,,
5589,Other,132,74,0,370.54805436,370.54805436,n00000185,Cultural and Historical Trivia Identification,1,0.503625,0,,
5590,Other,82,46,0,382.73407393,382.73407393,n00000181,Comparative Economic Systems and Critiques,1,0.491990,0,,
5591,Other,82,46,0,379.69626750,379.69626750,n00000107,Post-War Geopolitical Doctrine and Rhetoric,1,0.993431,0,,
5596,Other,114,64,0,389.08888736,389.08888736,n00000077,Foundational Microeconomic Principles and Models,1,0.991196,0,,
5599,Other,145,81,0,375.73303419,375.73303419,n00000187,Age-Related Health Determinants and Epidemiology,1,0.502550,0,,
5602,Other,104,58,0,375.22174731,375.22174731,n00000182,Global Socioeconomic and Health Indicators,1,0.982456,0,,
5606,Other,134,75,0,381.31514903,381.31514903,n00000182,Global Socioeconomic and Health Indicators,1,0.999623,0,,
5609,Other,151,84,0,374.52565428,374.52565428,n00000040,Comparative Functional Organismal Biology,1,0.447311,0,,2
5611,Other,133,74,0,372.61240281,372.61240281,n00000182,Global Socioeconomic and Health Indicators,1,0.863042,0,,
5613,Other,17,9,0,397.38209452,397.38209452,n00000202,Monetary Policy Mechanisms and Money Supply Dynamics,1,0.997788,0,,
5619,Other,127,71,0,369.07260409,369.07260409,n00000184,Exclusion-Based Fact Verification Tasks,1,0.821166,0,,
5621,Other,127,71,0,364.53032015,364.53032015,n00000186,Pathogen-Specific Clinical Intervention Mechanisms,1,0.851424,0,,
5622,Other,46,25,0,395.60262438,395.60262438,n00000265,Microeconomic Production and Cost Optimization,1,0.997981,0,,
5624,Other,146,81,1,370.93511499,370.93511499,n00000184,Exclusion-Based Fact Verification Tasks,1,0.464531,0,,
5625,Other,151,84,0,370.91144048,370.91144048,n00000184,Exclusion-Based Fact Verification Tasks,1,0.495275,0,,
5637,Other,151,84,0,389.38517693,389.38517693,n00000220,Applied Communication and Behavioral Strategy Design,1,0.541602,0,,
5639,Other,89,49,0,413.96932350,413.96932350,n00000200,Contract Formation and Enforceability Disputes,1,0.999996,0,,1
5640,Other,70,38,0,403.61561141,403.61561141,n00000151,Consumer Loan Interest Calculation,1,1.000000,0,,
5650,Other,95,54,0,382.68091583,382.68091583,n00000078,Corporate Governance and Regulatory Compliance Principles,1,0.998914,0,,
5653,Other,132,74,0,379.44438072,379.44438072,n00000078,Corporate Governance and Regulatory Compliance Principles,1,0.675169,0,,
5655,Other,106,59,0,374.15374362,374.15374362,n00000107,Post-War Geopolitical Doctrine and Rhetoric,1,0.993077,0,,
5658,Other,120,67,0,370.53482576,370.53482576,n00000107,Post-War Geopolitical Doctrine and Rhetoric,1,0.923232,0,,
5660,Other,60,34,0,371.89724637,371.89724637,n00000104,Paleoanthropology and Human Evolutionary Timelines,1,0.917128,0,,
5661,Other,79,45,0,368.37826626,368.37826626,n00000104,Paleoanthropology and Human Evolutionary Timelines,1,0.937791,0,,
5667,Other,82,46,0,380.97851419,380.97851419,n00000184,Exclusion-Based Fact Verification Tasks,1,0.765012,0,,
5669,Other,114,64,0,370.45423554,370.45423554,n00000181,Comparative Economic Systems and Critiques,1,0.724747,0,,
5675,Other,144,80,0,383.16039463,383.16039463,n00000195,Cellular and Systemic Physiological Regulation Mechanisms,1,0.936687,0,,
5677,Other,126,70,0,387.27915695,387.27915695,n00000186,Pathogen-Specific Clinical Intervention Mechanisms,1,0.871841,0,,
5678,Other,132,74,0,374.18924917,374.18924917,n00000182,Global Socioeconomic and Health Indicators,1,0.998444,0,,
5686,Other,104,58,0,376.30801113,376.30801113,n00000182,Global Socioeconomic and Health Indicators,1,0.990011,0,,
5687,Other,128,71,1,389.42992425,389.42992424,n00000187,Age-Related Health Determinants and Epidemiology,1,0.858838,0,,
5688,Other,151,84,0,368.98867774,368.98867774,n00000222,Cognitive and Perceptual Learning Mechanisms,1,0.521632,0,,
5690,Other,151,84,0,373.56081280,373.56081280,n00000180,International Security and Legal Theory Frameworks,1,0.878168,0,,
5697,Other,151,84,0,367.68080101,367.68080101,n00000184,Exclusion-Based Fact Verification Tasks,1,0.970162,0,,
5701,Other,141,78,1,383.67955151,383.67955151,n00000169,Gravitational Field and Orbital Mechanics Problems,1,0.972043,0,,
5706,Other,151,84,0,367.19309196,367.19309196,n00000202,Monetary Policy Mechanisms and Money Supply Dynamics,1,0.499935,0,,
5716,Other,151,84,0,375.62391773,375.62391773,n00000078,Corporate Governance and Regulatory Compliance Principles,1,0.890607,0,,
5718,Other,146,81,0,388.59915371,388.59915371,n00000232,Applied Business Percentage Calculations,1,0.670595,0,,
5723,Other,98,55,0,374.03720687,374.03720687,n00000184,Exclusion-Based Fact Verification Tasks,1,0.720662,0,,
5727,Other,127,71,0,383.15720888,383.15720888,n00000317,Fiscal Policy Mechanisms and Stabilization,1,0.422063,0,,
5728,Other,114,64,0,380.70942046,380.70942046,n00000078,Corporate Governance and Regulatory Compliance Principles,1,0.999046,0,,
5732,Other,145,81,0,364.39400959,364.39400959,n00000185,Cultural and Historical Trivia Identification,1,0.551426,0,,
5737,Other,90,51,0,394.68942854,394.68942854,n00000180,International Security and Legal Theory Frameworks,1,0.715738,0,,
5738,Other,90,51,0,380.23864372,380.23864372,n00000180,International Security and Legal Theory Frameworks,1,0.992420,0,,
5739,Other,82,46,0,378.37052337,378.37052337,n00000180,International Security and Legal Theory Frameworks,1,0.466156,0,,
5740,Other,90,51,0,382.72233110,382.72233110,n00000186,Pathogen-Specific Clinical Intervention Mechanisms,1,0.783386,0,,
5742,Other,135,75,0,381.95294399,381.95294399,n00000180,International Security and Legal Theory Frameworks,1,0.996731,0,,
5746,Other,144,80,0,380.54134657,380.54134657,n00000186,Pathogen-Specific Clinical Intervention Mechanisms,1,0.836478,0,,
5748,Other,125,70,0,388.52531977,388.52531977,n00000082,Anatomical and Genetic Health Mechanisms,1,0.861464,0,,
5750,Other,140,78,0,370.57528261,370.57528261,n00000184,Exclusion-Based Fact Verification Tasks,1,0.926049,0,,
5752,Other,95,54,0,377.44564932,377.44564932,n00000182,Global Socioeconomic and Health Indicators,1,0.979427,0,,
5753,Other,103,58,0,384.65604991,384.65604991,n00000182,Global Socioeconomic and Health Indicators,1,0.996465,0,,
5755,Other,151,84,0,373.48196286,373.48196286,n00000182,Global Socioeconomic and Health Indicators,1,0.979972,0,,
5769,Other,132,74,0,379.95546573,379.95546573,n00000218,Developmental and Social Psychological Mechanisms,1,0.896091,0,,
5771,Other,132,74,0,388.73924814,388.73924814,n00000221,Psychometric Test Theory and Validation,1,0.948753,0,,
5772,Other,135,75,1,380.36594571,380.36594571,n00000173,Thermodynamic and Kinetic Gas Properties in Astrophysical and Terrestrial Systems,1,0.982015,0,,
5773,Other,97,54,0,407.77358102,407.77358102,n00000200,Contract Formation and Enforceability Disputes,1,0.999970,0,,1
5777,Other,114,64,0,393.06487401,393.06487401,n00000317,Fiscal Policy Mechanisms and Stabilization,1,0.586173,0,,
5789,Other,60,34,0,368.91743687,368.91743687,n00000105,Archaeological Foundations of Early Civilizations,1,0.929162,0,,
5790,Other,140,78,0,388.05130177,388.05130177,n00000064,Electrostatic Field and Charge Interaction Analysis,1,0.688264,0,,
5798,Other,114,64,0,373.08013350,373.08013350,n00000183,Demographic Behavior and Public Opinion Metrics,1,0.873901,0,,
5801,Other,109,61,0,380.88536406,380.88536406,n00000222,Cognitive and Perceptual Learning Mechanisms,1,0.769332,0,,
5803,Other,64,36,0,388.96760202,388.96760202,n00000215,Developmental and Personality Theories in Psychology,1,0.689536,0,,
5806,Other,111,62,0,385.14948818,385.14948818,n00000082,Anatomical and Genetic Health Mechanisms,1,0.880633,0,,
5807,Other,145,81,0,393.31261063,393.31261063,n00000187,Age-Related Health Determinants and Epidemiology,1,0.648418,0,,
5810,Other,98,55,0,384.74055505,384.74055505,n00000182,Global Socioeconomic and Health Indicators,1,0.999848,0,,
5817,Other,141,78,1,373.55373109,373.55373109,n00000107,Post-War Geopolitical Doctrine and Rhetoric,1,0.552876,0,,
5820,Other,151,84,0,385.88330514,385.88330514,n00000221,Psychometric Test Theory and Validation,1,0.305825,0,,
5822,Other,151,84,0,372.56096353,372.56096353,n00000220,Applied Communication and Behavioral Strategy Design,1,0.969157,0,,
5825,Other,151,84,0,367.63059650,367.63059650,n00000185,Cultural and Historical Trivia Identification,1,0.853730,0,,
5829,Other,145,80,2,358.31110132,358.31110132,n00000235,Evidence Admissibility in Negligence Litigation,1,0.367391,0,,3
5830,Other,151,84,0,366.45666565,366.45666565,n00000185,Cultural and Historical Trivia Identification,1,0.673339,0,,
5831,Other,151,84,0,359.02004992,359.02004992,n00000242,Elementary Algebraic and Arithmetic Operations,1,0.181081,0,,1
5832,Other,83,46,0,385.55051722,385.55051722,n00000265,Microeconomic Production and Cost Optimization,1,0.708580,0,,
5841,Other,131,73,0,391.45734823,391.45734823,n00000078,Corporate Governance and Regulatory Compliance Principles,1,0.981483,0,,
5843,Other,113,63,0,377.06446245,377.06446245,n00000265,Microeconomic Production and Cost Optimization,1,0.919564,0,,
5845,Other,121,67,1,390.18628055,390.18628055,n00000151,Consumer Loan Interest Calculation,1,0.993448,0,,
5850,Other,97,54,0,402.16168971,402.16168971,n00000151,Consumer Loan Interest Calculation,1,0.999994,0,,
5855,Other,90,51,0,377.14121055,377.14121055,n00000183,Demographic Behavior and Public Opinion Metrics,1,0.728845,0,,
5858,Other,90,50,0,385.11817859,385.11817859,n00000078,Corporate Governance and Regulatory Compliance Principles,1,0.676168,0,,
5861,Other,90,51,0,378.27856931,378.27856931,n00000180,International Security and Legal Theory Frameworks,1,0.836548,0,,
5866,Other,57,33,0,381.28874407,381.28874407,n00000104,Paleoanthropology and Human Evolutionary Timelines,1,0.885100,0,,
5876,Other,115,64,0,392.72670043,392.72670043,n00000222,Cognitive and Perceptual Learning Mechanisms,1,0.948165,0,,
5878,Other,98,55,0,379.07652066,379.07652066,n00000216,Psychopathology and Clinical Assessment Theories,1,0.666736,0,,
5880,Other,91,51,0,393.60787169,393.60787169,n00000216,Psychopathology and Clinical Assessment Theories,1,0.879777,0,,
5892,Other,151,84,0,379.84561007,379.84561007,n00000169,Gravitational Field and Orbital Mechanics Problems,1,0.810672,0,,
5893,Other,114,64,0,361.94970978,361.94970978,n00000142,Normative Ethical Theory Applications,1,0.732251,0,,
5897,Other,151,84,0,365.93103954,365.93103954,n00000185,Cultural and Historical Trivia Identification,1,0.863722,0,,
5898,Other,151,84,0,379.75652022,379.75652022,n00000220,Applied Communication and Behavioral Strategy Design,1,0.995129,0,,
5901,Other,151,84,0,379.85095173,379.85095173,n00000129,Foundational Programming and Computer Systems Principles,1,0.679218,0,,
5902,Other,151,84,0,361.65220777,361.65220777,n00000241,Numerical Ordering and Estimation Techniques,1,0.470941,0,,
5904,Other,146,81,1,361.67763863,361.67763863,n00000185,Cultural and Historical Trivia Identification,1,0.780545,0,,
5905,Other,127,71,0,378.49776341,378.49776341,n00000056,Formal Logic and Fallacy Analysis,1,0.991600,0,,
5907,Other,114,64,0,389.14356923,389.14356923,n00000181,Comparative Economic Systems and Critiques,1,0.550864,0,,
5908,Other,66,35,0,401.24392385,401.24392385,n00000233,Quantitative Business Profit and Inventory Optimization,1,0.999989,0,,
5912,Other,151,84,0,387.92890958,387.92890958,n00000220,Applied Communication and Behavioral Strategy Design,1,0.918197,0,,
5914,Other,116,64,1,389.88594443,389.88594443,n00000233,Quantitative Business Profit and Inventory Optimization,1,0.893983,0,,
5918,Other,107,60,0,385.67314471,385.67314471,n00000220,Applied Communication and Behavioral Strategy Design,1,0.790268,0,,
5919,Other,114,64,0,386.74259131,386.74259131,n00000078,Corporate Governance and Regulatory Compliance Principles,1,0.990396,0,,
5923,Other,151,84,0,388.95351937,388.95351937,n00000151,Consumer Loan Interest Calculation,1,0.999867,0,,
5924,Other,120,67,0,395.36904581,395.36904581,n00000151,Consumer Loan Interest Calculation,1,0.997470,0,,
5928,Other,151,84,0,379.30930527,379.30930527,n00000184,Exclusion-Based Fact Verification Tasks,1,0.682340,0,,
5937,Other,114,64,0,381.85932821,381.85932821,n00000183,Demographic Behavior and Public Opinion Metrics,1,0.998869,0,,
5948,Other,114,64,0,376.42456300,376.42456300,n00000181,Comparative Economic Systems and Critiques,1,0.571978,0,,
5954,Other,127,71,0,379.41273516,379.41273516,n00000187,Age-Related Health Determinants and Epidemiology,1,0.882135,0,,
5956,Other,141,78,1,377.67609545,377.67609545,n00000182,Global Socioeconomic and Health Indicators,1,0.846948,0,,
5957,Other,103,58,0,374.97035431,374.97035431,n00000182,Global Socioeconomic and Health Indicators,1,0.967295,0,,
5959,Other,151,84,0,381.72761277,381.72761277,n00000318,Macroeconomic Aggregates and Income Accounting,1,0.851735,0,,
5960,Other,145,81,0,376.61388462,376.61388462,n00000182,Global Socioeconomic and Health Indicators,1,0.592343,0,,
5962,Other,151,84,0,371.09194554,371.09194554,n00000182,Global Socioeconomic and Health Indicators,1,0.996980,0,,
5965,Other,132,74,0,368.28584403,368.28584403,n00000185,Cultural and Historical Trivia Identification,1,0.941757,0,,
5977,Other,151,84,0,375.86949179,375.86949179,n00000184,Exclusion-Based Fact Verification Tasks,1,0.412238,0,,
5980,Other,129,72,0,363.75934134,363.75934134,n00000185,Cultural and Historical Trivia Identification,1,0.832253,0,,
5985,Other,133,74,0,378.31494528,378.31494528,n00000078,Corporate Governance and Regulatory Compliance Principles,1,0.998208,0,,
5986,Other,134,74,0,404.25163013,404.25163013,n00000151,Consumer Loan Interest Calculation,1,0.998276,0,,
5988,Other,127,71,0,396.72857902,396.72857902,n00000151,Consumer Loan Interest Calculation,1,0.999947,0,,
5989,Other,126,70,0,403.43597566,403.43597566,n00000151,Consumer Loan Interest Calculation,1,0.998002,0,,
5990,Other,114,64,0,386.20313633,386.20313633,n00000077,Foundational Microeconomic Principles and Models,1,0.697279,0,,
6000,Other,110,61,1,378.06957553,378.06957553,n00000183,Demographic Behavior and Public Opinion Metrics,1,0.990914,0,,
-1010984,Philosophy,71,40,0,381.30140053,381.30140053,n00000105,Archaeological Foundations of Early Civilizations,1,0.611526,0,,
-1010911,Philosophy,71,40,0,387.38451512,387.38451512,n00000142,Normative Ethical Theory Applications,1,0.965936,0,,
-1010786,Philosophy,90,51,0,392.74236319,392.74236319,n00000142,Normative Ethical Theory Applications,1,0.999636,0,,
-1010765,Philosophy,79,45,0,395.92853082,395.92853082,n00000143,Classical Philosophical and Legal Doctrines,1,0.973479,0,,
-1010735,Philosophy,144,80,0,387.04446135,387.04446135,n00000128,Algebraic Structure Properties and Isomorphisms,1,0.974476,0,,
-1010608,Philosophy,138,77,0,385.76497539,385.76497539,n00000128,Algebraic Structure Properties and Isomorphisms,1,0.764431,0,,
10775,Philosophy,141,78,0,387.61073678,387.61073678,n00000128,Algebraic Structure Properties and Isomorphisms,1,0.865955,0,,
10777,Philosophy,144,80,0,383.17799923,383.17799923,n00000242,Elementary Algebraic and Arithmetic Operations,1,0.461947,0,,1
10783,Philosophy,58,33,0,394.29781680,394.29781680,n00000142,Normative Ethical Theory Applications,1,0.999902,0,,
10785,Philosophy,95,54,0,389.88698765,389.88698765,n00000142,Normative Ethical Theory Applications,1,0.541335,0,,
10787,Philosophy,43,24,0,393.78061259,393.78061259,n00000142,Normative Ethical Theory Applications,1,0.999995,0,,
10788,Philosophy,50,28,0,390.63612666,390.63612666,n00000142,Normative Ethical Theory Applications,1,0.944393,0,,
10791,Philosophy,50,28,0,403.34398003,403.34398003,n00000142,Normative Ethical Theory Applications,1,0.999876,0,,
10792,Philosophy,39,22,0,395.58464209,395.58464209,n00000142,Normative Ethical Theory Applications,1,0.951771,0,,
10798,Philosophy,99,55,0,402.77037395,402.77037395,n00000056,Formal Logic and Fallacy Analysis,1,0.999795,0,,
10799,Philosophy,54,30,0,404.20093957,404.20093957,n00000056,Formal Logic and Fallacy Analysis,1,0.962265,0,,
10800,Philosophy,51,29,0,405.46561576,405.46561576,n00000056,Formal Logic and Fallacy Analysis,1,0.649090,0,,
10803,Philosophy,54,30,0,402.33140015,402.33140015,n00000056,Formal Logic and Fallacy Analysis,1,0.997815,0,,
10817,Philosophy,135,75,0,402.25873495,402.25873495,n00000056,Formal Logic and Fallacy Analysis,1,0.999548,0,,
10825,Philosophy,71,39,0,399.57223890,399.57223890,n00000142,Normative Ethical Theory Applications,1,0.999972,0,,
10834,Philosophy,107,60,0,401.64521234,401.64521234,n00000056,Formal Logic and Fallacy Analysis,1,0.992037,0,,
10837,Philosophy,151,84,0,382.20151423,382.20151423,n00000143,Classical Philosophical and Legal Doctrines,1,0.380585,0,,
10839,Philosophy,145,81,0,396.46738076,396.46738076,n00000056,Formal Logic and Fallacy Analysis,1,0.987080,0,,
10840,Philosophy,54,30,0,406.40892079,406.40892079,n00000056,Formal Logic and Fallacy Analysis,1,0.999982,0,,
10843,Philosophy,50,28,0,379.05455696,379.05455696,n00000143,Classical Philosophical and Legal Doctrines,1,0.973542,0,,
10849,Philosophy,116,65,0,387.58713600,387.58713600,n00000221,Psychometric Test Theory and Validation,1,0.557270,0,,
10850,Philosophy,51,29,0,411.52935069,411.52935069,n00000142,Normative Ethical Theory Applications,1,0.999985,0,,
10853,Philosophy,50,28,0,395.76817171,395.76817171,n00000143,Classical Philosophical and Legal Doctrines,1,0.999762,0,,
10856,Philosophy,136,75,1,407.53381494,407.53381494,n00000056,Formal Logic and Fallacy Analysis,1,0.997174,0,,
10859,Philosophy,144,80,0,394.91703064,394.91703064,n00000056,Formal Logic and Fallacy Analysis,1,0.996027,0,,
10862,Philosophy,130,72,0,400.91498360,400.91498360,n00000056,Formal Logic and Fallacy Analysis,1,0.954116,0,,
10864,Philosophy,104,58,0,405.81396410,405.81396410,n00000056,Formal Logic and Fallacy Analysis,1,0.999939,0,,
10867,Philosophy,90,51,0,390.86469023,390.86469023,n00000078,Corporate Governance and Regulatory Compliance Principles,1,0.732420,0,,
10888,Philosophy,109,61,0,398.04599805,398.04599805,n00000056,Formal Logic and Fallacy Analysis,1,0.999977,0,,
10893,Philosophy,43,24,0,404.05612436,404.05612436,n00000142,Normative Ethical Theory Applications,1,0.999997,0,,
10894,Philosophy,77,43,0,399.70689349,399.70689349,n00000142,Normative Ethical Theory Applications,1,0.999598,0,,
10895,Philosophy,61,34,0,400.52599378,400.52599378,n00000142,Normative Ethical Theory Applications,1,0.997299,0,,
10896,Philosophy,66,37,0,405.16719395,405.16719395,n00000142,Normative Ethical Theory Applications,1,0.973782,0,,
10898,Philosophy,151,84,0,387.14650630,387.14650630,n00000056,Formal Logic and Fallacy Analysis,1,0.427245,0,,
10899,Philosophy,138,77,0,392.24298599,392.24298599,n00000056,Formal Logic and Fallacy Analysis,1,0.857642,0,,
10906,Philosophy,87,49,0,389.14329570,389.14329570,n00000142,Normative Ethical Theory Applications,1,0.999502,0,,
10908,Philosophy,61,34,0,389.32877708,389.32877708,n00000142,Normative Ethical Theory Applications,1,0.999552,0,,
10909,Philosophy,90,51,0,396.27311080,396.27311080,n00000142,Normative Ethical Theory Applications,1,0.997038,0,,
10912,Philosophy,50,28,0,396.17629263,396.17629263,n00000142,Normative Ethical Theory Applications,1,0.999779,0,,
10913,Philosophy,79,45,0,385.29157435,385.29157435,n00000142,Normative Ethical Theory Applications,1,0.999532,0,,
10921,Philosophy,151,84,0,370.05337204,370.05337204,n00000143,Classical Philosophical and Legal Doctrines,1,0.961661,0,,
10927,Philosophy,72,41,0,394.41061561,394.41061561,n00000056,Formal Logic and Fallacy Analysis,1,0.995577,0,,
10929,Philosophy,43,24,0,405.30014092,405.30014092,n00000056,Formal Logic and Fallacy Analysis,1,0.696321,0,,
10930,Philosophy,65,36,0,401.54341229,401.54341229,n00000056,Formal Logic and Fallacy Analysis,1,0.997648,0,,
10935,Philosophy,60,34,0,389.33580164,389.33580164,n00000143,Classical Philosophical and Legal Doctrines,1,0.997982,0,,
10937,Philosophy,54,30,0,394.17057707,394.17057707,n00000142,Normative Ethical Theory Applications,1,0.852566,0,,
10939,Philosophy,50,28,0,403.22954184,403.22954184,n00000143,Classical Philosophical and Legal Doctrines,1,0.949279,0,,
10940,Philosophy,95,54,0,397.01583105,397.01583105,n00000142,Normative Ethical Theory Applications,1,0.824025,0,,
10942,Philosophy,43,24,0,398.03666358,398.03666358,n00000142,Normative Ethical Theory Applications,1,0.999536,0,,
10943,Philosophy,61,34,0,389.17452440,389.17452440,n00000143,Classical Philosophical and Legal Doctrines,1,0.992815,0,,
10945,Philosophy,151,84,0,384.40587523,384.40587523,n00000128,Algebraic Structure Properties and Isomorphisms,1,0.621003,0,,
10946,Philosophy,138,77,0,386.12515702,386.12515702,n00000184,Exclusion-Based Fact Verification Tasks,1,0.741044,0,,
10948,Philosophy,125,70,0,391.47953652,391.47953652,n00000056,Formal Logic and Fallacy Analysis,1,0.999512,0,,
10952,Philosophy,135,75,0,404.80276223,404.80276223,n00000056,Formal Logic and Fallacy Analysis,1,0.978364,0,,
10962,Philosophy,108,61,0,391.71473787,391.71473787,n00000142,Normative Ethical Theory Applications,1,0.983593,0,,
10964,Philosophy,61,34,0,394.27905617,394.27905617,n00000142,Normative Ethical Theory Applications,1,0.999940,0,,
10969,Philosophy,151,84,0,369.30037622,369.30037622,n00000143,Classical Philosophical and Legal Doctrines,1,0.695902,0,,
10971,Philosophy,151,84,0,377.07423259,377.07423259,n00000143,Classical Philosophical and Legal Doctrines,1,0.984630,0,,
10974,Philosophy,151,84,0,377.42909252,377.42909252,n00000185,Cultural and Historical Trivia Identification,1,0.275078,0,,
10978,Philosophy,83,47,0,394.94087131,394.94087131,n00000056,Formal Logic and Fallacy Analysis,1,0.998286,0,,
10981,Philosophy,69,39,0,400.07852217,400.07852217,n00000142,Normative Ethical Theory Applications,1,0.991199,0,,
10982,Philosophy,43,24,0,402.19855451,402.19855451,n00000142,Normative Ethical Theory Applications,1,0.829448,0,,
10995,Philosophy,114,64,0,378.12315053,378.12315053,n00000221,Psychometric Test Theory and Validation,1,0.617740,0,,
11005,Philosophy,80,44,0,393.93636674,393.93636674,n00000142,Normative Ethical Theory Applications,1,0.996245,0,,
11009,Philosophy,146,81,1,398.03312370,398.03312370,n00000056,Formal Logic and Fallacy Analysis,1,0.991228,0,,
11010,Philosophy,91,51,0,394.77465032,394.77465032,n00000056,Formal Logic and Fallacy Analysis,1,0.999714,0,,
11011,Philosophy,123,68,1,377.73553994,377.73553994,n00000143,Classical Philosophical and Legal Doctrines,1,0.920857,0,,
11017,Philosophy,61,34,0,405.84480334,405.84480334,n00000143,Classical Philosophical and Legal Doctrines,1,0.723901,0,,
11019,Philosophy,50,28,0,404.94668537,404.94668537,n00000142,Normative Ethical Theory Applications,1,0.998262,0,,
11023,Philosophy,50,28,0,393.51835553,393.51835553,n00000143,Classical Philosophical and Legal Doctrines,1,0.999881,0,,
11026,Philosophy,71,40,0,406.06189015,406.06189015,n00000142,Normative Ethical Theory Applications,1,0.704415,0,,
11030,Philosophy,43,24,0,387.81211914,387.81211914,n00000143,Classical Philosophical and Legal Doctrines,1,0.993573,0,,
11036,Philosophy,121,68,0,391.48399918,391.48399918,n00000056,Formal Logic and Fallacy Analysis,1,0.889657,0,,
11040,Philosophy,72,40,0,388.46315732,388.46315732,n00000142,Normative Ethical Theory Applications,1,0.998611,0,,
11042,Philosophy,98,55,0,390.18516625,390.18516625,n00000142,Normative Ethical Theory Applications,1,0.983554,0,,
11043,Philosophy,109,61,0,390.44909154,390.44909154,n00000142,Normative Ethical Theory Applications,1,0.864665,0,,
11053,Philosophy,132,74,0,379.99684655,379.99684655,n00000143,Classical Philosophical and Legal Doctrines,1,0.999561,0,,
11054,Philosophy,114,64,0,365.77928448,365.77928448,n00000143,Classical Philosophical and Legal Doctrines,1,0.397322,0,,
11058,Philosophy,39,22,0,369.98246973,369.98246973,n00000105,Archaeological Foundations of Early Civilizations,1,0.963111,0,,
11060,Philosophy,75,42,0,399.10393845,399.10393845,n00000056,Formal Logic and Fallacy Analysis,1,0.999292,0,,
11061,Philosophy,93,51,0,381.37975315,381.37975315,n00000056,Formal Logic and Fallacy Analysis,1,0.926051,0,,
11067,Philosophy,54,30,0,402.70406198,402.70406198,n00000143,Classical Philosophical and Legal Doctrines,1,0.828408,0,,
11068,Philosophy,132,74,0,383.52125654,383.52125654,n00000142,Normative Ethical Theory Applications,1,0.749907,0,,
11069,Philosophy,32,18,0,403.00304227,403.00304227,n00000142,Normative Ethical Theory Applications,1,0.997330,0,,
11075,Philosophy,90,51,0,389.94029023,389.94029023,n00000216,Psychopathology and Clinical Assessment Theories,1,0.484988,0,,
11083,Philosophy,50,28,0,397.54615134,397.54615134,n00000142,Normative Ethical Theory Applications,1,0.999674,0,,
11085,Philosophy,50,28,0,394.58046216,394.58046216,n00000142,Normative Ethical Theory Applications,1,0.992329,0,,
11086,Philosophy,79,45,0,398.26745513,398.26745513,n00000143,Classical Philosophical and Legal Doctrines,1,0.519353,0,,
11091,Philosophy,127,71,0,392.65116550,392.65116550,n00000142,Normative Ethical Theory Applications,1,0.776514,0,,
